well_name,TIME,BHFG,P28H_ECO_RT,DMEA,TQA,CRS_CNINC,SRVTYPE,BACC,FPG_P,DBTV,TOFF,UCAV_DH_ECO_RT,SHK_ISONIC_RT,GS_G_NC5,ROP5,RGX,TTONB,GS_TVA,DCAV_DH_ECO_RT,SPM3,ROP,CRS1,GS_DRTV,PASS_NAME,DRPM30s,SHKPK_RT,MTF_RT,MON_DH_ECO_RT,HKLD30s,PMIN_RT,P40H_COND_UNC_ECO_RT,TTV2,GS_TFLO,DCHV,MSP1,ECD_MW_IN,GS_TV10,P28H_COND_UNC_ECO_RT,GS_GASA,MSP7,DNI_MP,B_RETRACT_P,ECD_ECO_RT,CUREDT_RT,TOFB,SGX,AZIM_CONT_RT,SPM1,GS_TV13,GY_RT,GS_G_IC5,MAG_DEC,A40H_UNC_DH_ECO_RT,GS_RPM,HY_RT,ETSL,STAT_ISONIC_RT,BVEL,AJAM_MWD,MSP2,GS_TV11,SHKTOT_RT,CRS4,HKLX,SPM2,RPM30s,DHAT_DH_ECO_RT,SRV_HY,PPG_P,SRVAZI,TSTK,PMAX_TM_RT,DTPO_RT,ESD_MAX_RT,ESD_MIN_RT,SPM4,GS_SWOB,SHZ,RSDX,DEPT,RPM,GS_ROP,SRVINC,SHY,EDRT,SHKLV,GS_G_C3,CHCO_RT,RGX_RT,STICK_RT,MBOT,GS_TQA,GS_TV12,HSTEMP,MSP8,SGY,GS_TV06,AORIENT_P,SSFRQ,GS_CHKP,GS_MDOA,CRS5,GS_TV14,DRPM,SHKRSK_RT,HZ_RT,GS_ACTC,HKLD,THKD,GS_MWTI,ROBB_DH_ECO_RT,GTEMP,TCHR,SWOB,GS_G_C1,STK1,HKLI,ECD_CT_FPWD,UTSTAT,SRV_HZ,SRVEW,TVDE,RHX_RT,B_STATE_P,ANGLX,LOT_TIME,STWT,GS_MTOA,TFDES,GS_TV04,BONB,DCHR,A40H_COND_UNC_ECO_RT,GS_G_C2,TEFNEG,HKLN,BITRUN,HKLO,TOTAL_CORR,PMPT,TSPM,STK2,STK4,DHAP_DH_ECO_RT,PESD_TM_RT,SSAMP,ACTC,HYDR_RET_P,GS_TV09,RETI,GS_DCHM,TFLO30s,GS_TV02,SRATIO,TFLO,A28H_UNC_DH_ECO_RT,PESD_RT,SHKRATE_RT,TOJ,GZ_RT,GS_TV07,DBTM,GS_SPM2,GS_BPOS,CRPM_RT,STKSLP,SDEP_CONT_RT,TRPM,STIS,P40H_ECO_RT,DTCO_RT,HV,P40H_UNC_DH_ECO_RT,SHX,GS_SPPA,CPOF,GS_DBTM,ECD_P,OSTM,GS_TDH,VIBX_RT,ROP30s,RSUX,MSP6,SGZ,ANGXCRS,MWIN,GS_TV01,SRVNS,SMOD,PMIN_TM_RT,SRV_GZ,STK3,RHX,FVOC,TF_CORR,BP_CORR_P,INCL_CONT_RT,QROP,A40H_ECO_RT,GS_SPM3,SRVDEPTH,GS_CFIA,GS_TV03,TTPO_RT,A28H_COND_UNC_ECO_RT,DNISTAT,GS_HKLD,A28H_ECO_RT,GTF_RT,SPPA,SRV_GX,HVM,GS_TTV1,CRS_CNAZI,CHPO_RT,GS_G_IC4,SWOB30s,GS_TV05,PMAX_RT,SRV_GY,GS_SPM1,GRID_CORR,GS_DRTM,ESD_RT,GS_DMEA,RTSTAT,TRPM_RT,TF,P28H_UNC_DH_ECO_RT,VIBLAT_RT,MSP5,BPOS,RTMODE,GS_G_NC4,GS_TVCA,MSP4,GS_TV08,DCRNT,SHK3TM_RT,SRVTVD,TEMP_DNI_RT,SRV_HX,GS_DVER
WELL-1,2008-12-21T17:21:32.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557.1201172456,,,,,,0,,,,,,,,,,,,-1.91000001812155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2591.0600587128,,,,,,,,,,,,,,,,,,2439.5000000352
WELL-1,2008-12-21T17:21:36.000Z,,,,,,,,,,,,,,,,,73.7900009115273,,,,,,,,,,,,,,2.39000017750099,1999.54004000719,,,,14.6707232178053,,0,,,,,,,,,,3.49269007613052,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.268942478628032,,,,0.106864550917697,,,105.999991730413,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7100000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8292388578976,,,,0.523636344803668,,,,,,,,12.2520217283184,,45,23.4599991048,,,,,,,,,,,1338.00001321711,,2557.1201172456,,,30.2299994444446,,,0,,,,,3.7331350466853,,,,,,,-2.00000002813178,,,,,,0,,0,6.94619626271982,,,,70.6969267462643,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-2.00000002813178,3.46,14.9289786919948,,,,,,2439.5000000352
WELL-1,2008-12-21T17:21:41.011Z,,,,,,,,,,,,,,,,,73.6200027828015,,,,,,,,,,,,,,2.39000017750099,1999.54004000719,,,,14.6707232178053,,0,,,,,,,,,,3.49269007613052,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.268942478628032,,,,0.106864550917697,,,132.000004272077,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7299994444445,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8292388578976,,,,0.523636344803668,,,,,,,,12.2270867627149,,45,23.4599991048,,,,,,,,,,,1324.99999660414,,2557.1201172456,,,30.2299994444446,,,0,,,,,3.7331350466853,,,,,,,-2.18000004815225,,,,,,0,,0,6.94975849370425,,,,71.1354054184959,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-2.18000004815225,3.46,14.927197222542,,,,,,2439.5000000352
WELL-1,2008-12-21T17:26:51.014Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40000016094798,,,,,14.6796277900184,,,,,,,,,,,,3.49981419829722,,,,,,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.270723551644975,,,,0.101521331866866,,,,,,3.67792181147689,,,,8,,,,,,,,,,,,,,,,,,,,,,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8274574167616,,,,0.51473097971895,,,,,,,,11.3561400469333,,,,,,,,,,,,,,,,2557.1201172456,,,,,,0,,,,,3.73847840732036,,,,,,,-7.13999978722548,,,,,,,,,6.95332072468868,,,,,,,,,,461.487479452363,,,,,14.8345818787305,,,,,,,2591.0600587128,,,,,,,,,,,,14.9378845950996,,,,,,2439.5000000352
WELL-1,2008-12-21T17:26:56.026Z,,,,,,,,,,,,,,,,,68.6999969359986,,,,,,,,,,,,,,2.40000016094798,2000.4300547204,,,,14.6831907006071,,0,,,,,,,,,,3.49981419829722,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.101521331866866,,,150.999997260978,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7000000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8274574167616,,,,0.51473097971895,,,,,,,,11.3561400469333,,45,20.8600005456,,,,,,,,,,,1339.99996167563,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.13999978722548,,,,,,0,,0,6.94975849370425,,,,70.523576896629,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.13999978722548,3.46,14.9378845950996,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:00.000Z,,,,,,,,,,,,,,,,,68.6900025171073,,,,,,,,,,,,,,2.40000016094798,1999.83996577078,,,,14.6814092311543,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.101521331866866,,,147.000003817346,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7200000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8310189681417,,,,0.51473097971895,,,,,,,,11.3561400469333,,45,20.579999988,,,,,,,,,,,1332.99999038616,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.13999978722548,,,,,,0,,0,6.94975849370425,,,,72.593599654616,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.13999978722548,3.46,14.9378845950996,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:05.011Z,,,,,,,,,,,,,,,,,68.6900025171073,,,,,,,,,,,,,,2.40000016094798,1999.98998921916,,,,14.6814092311543,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.105083477900753,,,133.000006080364,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7200000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8310189681417,,,,0.51473097971895,,,,,,,,11.3561400469333,,45,20.3700007128,,,,,,,,,,,1306.99997094974,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.740259536971,,,,,,,-7.13999978722548,,,,,,0,,0,6.95153928355273,,,,72.3998513025095,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.13999978722548,3.46,14.9378845950996,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:08.986Z,,,,,,,,,,,,,,,,,68.6900025171073,,,,,,,,,,,,,,2.40000016094798,1999.83996577078,,,,14.6814092311543,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.106864550917697,,,127.999997038931,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7100000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8310189681417,,,,0.51473097971895,,,,,,,,11.3561400469333,,45,19.9500006384,,,,,,,,,,,1286.99998994207,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.74204063830479,,,,,,,-7.13999978722548,,,,,,0,,0,6.95510151453715,,,,72.542610882712,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.13999978722548,3.46,14.9378845950996,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:13.997Z,,,,,,,,,,,,,,,,,68.6900025171073,,,,,,,,,,,,,,2.40000016094798,2000.14001645296,,,,14.6814092311543,,0,,,,,,,,,,3.49981419829722,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.106864550917697,,,147.000003817346,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7000000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8310189681417,,,,0.51473097971895,,,,,,,,11.3561400469333,,45,19.6299990432,,,,,,,,,,,1306.99997094974,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.13999978722548,,,,,,0,,0,6.95510151453715,,,,72.1755122273778,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.13999978722548,3.46,14.9378845950996,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:17.971Z,,,,,,,,,,,,,,,,,68.6900025171073,,,,,,,,,,,,,,2.40000016094798,1999.98998921916,,,,14.6814092311543,,0,,,,,,,,,,3.49981419829722,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.106864550917697,,,126.999995230644,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7200000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8310189681417,,,,0.511168777051369,,,,,,,,11.3561400469333,,45,19.479999648,,,,,,,,,,,1294.99998372409,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.13999978722548,,,,,,0,,0,6.95510151453715,,,,70.4317983772603,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.13999978722548,3.46,14.9378845950996,,,,,,2439.5000000352
